Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,pro bowl?
Arthur Moats,OLB,72,246,4.64,36.5,24,122,7.22,4.37,0
Tony Moeaki,TE,75,245,4.69,34,18,113,7.1,4.42,0
Joshua Moore,CB,71,188,4.5,36.5,2,122,6.74,4.07,0
Derrick Morgan,DE,75,266,4.77,34,,112,7.12,4.43,0
Roddrick Muckelroy,OLB,74,246,4.68,31,19,110,7.25,4.39,0
Aleric Mullins,DT,73,321,4.95,,,,,,0
Jerome Murphy,CB,72,196,4.5,38,16,127,6.87,4.05,0
Mike Neal,DT,75,294,4.87,33,31,113,7.53,4.53,0
Marshall Newhouse,OG,76,319,4.99,25,25,97,7.4,4.6,0
Eric Norwood,OLB,73,245,4.71,36.5,,115,7.08,4.23,0
Jared Odrick,DT,77,304,5.03,29,26,106,7.22,4.59,0
Vince Oghobaase,DT,77,303,5.46,26,27,90,7.84,,0
Russell Okung,OT,77,307,5.18,,38,,,,1
Eric Olsen,C,76,306,5.25,29.5,35,93,7.5,4.82,0
Jeff Owens,DT,73,304,4.97,30,44,101,,4.68,0
Akwasi Owusu-Ansah,CB,72,207,4.32,35.5,,120,6.84,4.32,0
Preston Parker,WR,71,199,4.59,35,16,117,,4.16,0
Alex Parsons,OG,76,309,5.12,27,23,99,,,0
Pat Paschall,RB,72,209,4.65,38.5,15,118,7.02,4.33,0
Colin Peek,TE,77,254,4.93,,19,,,,0
Cole Pemberton,OT,79,315,5.37,22.5,18,96,7.65,4.77,0
David Pender,CB,72,180,4.37,39,8,124,,,0
Jared Perry,WR,73,178,4.51,33.5,11,121,6.75,4.39,0
Corey Peters,DT,75,300,4.98,33,,98,7.56,4.76,0
Mitch Petrus,OG,75,310,5.34,,45,,,,0
Aaron Pettrey,K,73,202,4.94,,,,,,0
Jason Pierre-Paul,DE,77,270,4.71,30.5,19,115,7.18,4.67,1
Tony Pike,QB,78,223,4.9,28.5,,108,7.06,4.53,0
Josh Pinkard,FS,73,214,4.58,,,,,,0
Dennis Pitta,TE,76,245,4.68,34,27,113,6.72,4.17,0
Nick Polk,FS,71,211,4.55,38,14,121,,,0
Maurkice Pouncey,C,76,304,5.25,,,95,7.74,4.92,1
Taylor Price,WR,72,204,4.4,37,16,114,6.82,4.34,0
Brian Price,DT,73,303,5.12,28.5,34,96,,,0
Andrew Quarless,TE,76,254,4.68,32,23,112,,,0
Scott Ravanesi,P,72,191,4.85,,,,,,0
David Reed,WR,72,191,4.56,37,15,114,6.95,4.38,0
Dace Richardson,OG,77,320,5.76,23.5,19,87,8.58,5.38,0
Perry Riley,OLB,73,239,4.69,35.5,,119,6.97,4.25,0
Andre Roberts,WR,71,195,4.4,36,15,120,6.77,4.15,1
Zac Robinson,QB,74,214,4.68,35,,110,7.24,4.4,0
Patrick Robinson,CB,71,190,4.46,39,15,122,6.78,,0
Dennis Rogan,FS,69,185,4.73,38,,118,,4.1,0
Myron Rolle,SS,74,215,4.59,36,21,124,6.94,4.15,0
Devin Ross,CB,70,183,4.64,40,16,119,7.07,,0
Jay Ross,DT,75,313,5.1,32,30,100,7.83,4.64,0
Rodger Saffold,OT,77,316,5.21,29.5,27,113,7.42,4.67,0
Emmanuel Sanders,WR,71,186,4.4,39.5,12,126,6.64,4.1,1
Ricky Sapp,OLB,76,252,4.65,34,23,114,7.29,4.41,0
O'Brien Schofield,OLB,74,221,4.63,,,,,,0
Charles Scott,RB,71,238,4.68,30.5,,111,6.98,4.47,0
Chris Scott,OG,77,319,5.52,22.5,19,90,8.24,5.03,0
George Selvie,DE,76,252,4.93,30.5,24,109,7.48,4.63,0
Darryl Sharpton,ILB,71,236,4.81,,24,,7.19,4.42,0
Cameron Sheffield,OLB,74,257,4.92,33,,115,7.23,4.53,0
Malcolm Sheppard,DT,74,285,5.11,28,19,100,7.81,4.78,0
Jordan Shipley,WR,71,193,4.6,36.5,16,116,,,0
John Skelton,QB,77,243,4.85,33.5,,108,7.17,4.33,0
Riley Skinner,QB,72,214,5.05,30,,101,7.04,4.29,0
D'Anthony Smith,DT,74,304,5.01,,,,,,0
Shelley Smith,OG,75,300,5.03,34,26,112,7.67,4.71,0
Jevan Snead,QB,75,219,5.04,33,,106,7.08,4.33,0
Amari Spievey,CB,71,195,4.52,35,,116,,,0
Brandon Spikes,ILB,75,249,5.05,29,,111,6.97,,0
C.J. Spiller,RB,71,196,4.37,,18,,,,1
James Starks,RB,74,218,4.5,36,15,119,6.89,4.23,0
Darian Stewart,SS,71,213,4.53,37,12,122,,4.32,1
Darrell Stuckey,SS,71,205,4.46,39.5,17,120,,,1
Ndamukong Suh,DT,76,307,5.03,35.5,32,105,7.21,4.44,1
Brett Swenson,K,68,178,,,12,,,,0
Stevenson Sylvester,OLB,74,231,4.71,,23,,,,0
Ben Tate,RB,71,220,4.34,40.5,26,124,6.91,4.12,0
Golden Tate,WR,70,199,4.42,35,17,120,7.12,4.34,1
Daniel Te'o-Nesheim,DE,75,263,4.73,37,29,121,6.91,4.18,0
Tim Tebow,QB,75,236,4.71,38.5,,115,6.66,4.17,0
Matt Tennant,C,77,300,5.15,25,27,98,7.6,4.62,0
Mike Tepper,OG,77,324,5.31,26.5,28,94,7.95,5.25,0
Cam Thomas,DT,76,330,5.16,29,31,102,7.68,4.78,0
Demaryius Thomas,WR,75,224,4.52,,,,,,1
Earl Thomas,CB,70,208,4.43,,21,113,,,1
Kevin Thomas-02,CB,72,192,4.41,34.5,19,126,6.82,4.18,0
Syd'Quan Thompson,CB,69,186,4.75,33,,117,6.73,4.26,0
Walter Thurmond,CB,71,189,4.53,,,,,,0
Leigh Tiffin,K,73,209,,,,,,,0
Manase Tonga,FB,71,245,4.84,32,19,105,7.44,4.69,0
Keith Toston,RB,72,213,4.66,32,22,110,,4.67,0
Adrian Tracy,OLB,75,248,4.76,35.5,20,110,7.08,4.34,0
Nate Triplett,OLB,75,250,4.7,33,20,115,7.02,4.37,0
Torell Troup,DT,75,314,5.12,29,34,98,7.61,4.73,0
Verran Tucker,WR,74,200,4.65,,,,,,0
Adam Ulatoski,OG,77,300,5.52,26,24,94,7.98,4.99,0
Jared Veldheer,OT,80,312,5.06,33.5,32,109,7.4,4.51,0
Alterraun Verner,CB,70,189,4.52,32,11,116,6.7,4.12,1
Stephan Virgil,CB,71,183,4.69,34,12,113,7.11,4.35,0
Jamar Wall,CB,70,204,4.52,,15,,,,0
J.D. Walton,C,75,300,5.19,27,24,101,7.6,4.69,0
Ed Wang,OT,77,314,5.18,27,29,96,,4.7,0
T.J. Ward,SS,70,211,4.56,34,19,121,,,1
Donovan Warren,FS,71,193,4.62,,12,113,,,0
Daryl Washington,OLB,74,230,4.58,31,17,114,,,1
Lorenzo Washington,DT,76,291,5.21,30,25,107,7.4,4.68,0
Tony Washington-01,OT,78,311,5.25,29.5,33,114,7.52,4.84,0
Dekoda Watson,OLB,73,240,4.55,40,24,134,7.06,4.11,0
Sean Weatherspoon,OLB,73,239,4.62,40,34,123,6.99,4.38,0
Thomas Welch,OT,78,307,5.42,29,29,105,7.67,4.8,0
Chastin West,WR,72,212,4.59,33.5,15,113,,,0
Blair White,WR,74,209,4.49,33.5,18,115,6.69,4.03,0
Damian Williams,WR,73,197,4.52,38,19,118,6.79,4.24,0
Dan Williams,DT,74,327,5.19,32,27,96,7.88,4.87,0
Jeremy Williams,WR,72,206,4.59,36,14,117,6.73,,0
Keiland Williams,RB,71,233,4.52,,,,,,0
Kyle Williams,WR,70,188,4.4,33,11,118,7,4.19,1
Mike Williams-03,WR,73,221,4.53,33.5,8,116,6.9,4.31,0
Stephen Williams,WR,76,210,4.5,36.5,15,125,6.81,4.11,0
Trent Williams,OT,77,315,4.81,34.5,23,113,7.64,4.63,1
C.J. Wilson-02,DE,75,290,4.83,33,32,116,,4.77,0
E.J. Wilson,DE,74,286,4.97,29.5,23,,,,0
Kion Wilson,ILB,72,239,4.87,36.5,27,123,,4.53,0
Kyle Wilson,CB,70,194,4.43,,25,,,,0
Lindsey Witten,DE,76,250,4.7,36.5,23,115,7.32,4.62,0
Ryan Wolfe,WR,73,205,4.65,,13,,,,0
Justin Woodall,SS,73,223,4.64,34,13,118,6.88,4.17,0
Al Woods,DT,76,309,5.15,37,,109,7.45,4.67,0
Corey Wootton,DE,78,270,4.92,,20,,,,0
Jason Worilds,OLB,73,254,4.65,38,24,114,6.95,4.29,0
Doug Worthington,DT,77,292,5.02,,19,,,,0
Major Wright,FS,71,206,4.44,37.5,14,119,6.95,4.36,0
Sam Young,OT,80,316,5.2,29.5,29,104,7.73,4.87,0
Willie Young,DE,77,251,4.88,38,25,118,7.24,4.56,0
Sam Acho,OLB,74,262,4.67,33.5,23,112,6.69,4.32,0
Darvin Adams,WR,74,190,4.56,,,,,,0
Danny Aiken,LS,76,244,5,,11,,,,0
Ladi Ajiboye,DT,73,297,5.3,24,23,91,7.72,4.71,0
Pierre Allen,DE,75,273,4.78,,,,,,0
Cortez Allen,CB,73,197,4.5,35.5,18,129,6.76,4.01,0
Armando Allen,RB,68,199,4.59,,23,,,,0
Anthony Allen,RB,73,228,4.56,41.5,24,120,6.79,4.06,0
Prince Amukamara,CB,72,206,4.38,38,15,128,6.97,4.08,0
David Arkin,OG,77,300,5.31,29,25,103,7.6,4.63,0
Matt Asiata,RB,71,229,4.77,30,22,104,7.09,4.37,0
Marvin Austin,DT,74,309,4.84,30.5,38,112,7.33,4.4,0
Akeem Ayers,OLB,74,254,4.81,31,18,116,7.49,4.28,0
Dan Bailey,K,72,193,4.92,,,,,,1
Allen Bailey,DE,75,285,4.71,36.5,27,117,7.43,4.56,0
Brandon Bair,DE,78,276,4.92,28,26,114,7.07,4.37,0
Jon Baldwin,WR,76,228,4.49,42,20,129,7.07,4.34,0
Christian Ballard,DE,76,283,4.75,31.5,,111,7.54,4.51,0
Joe Barksdale,OT,77,325,5.31,29,29,103,8.27,4.75,0
Ryan Bartholomew,C,73,302,4.93,26.5,34,92,7.62,4.62,0
Jeremy Beal,DE,74,262,5.14,28.5,22,106,7.19,4.46,0
Nick Bellore,ILB,73,245,4.84,32.5,23,109,6.98,4,1
Damien Berry,RB,70,211,4.58,33.5,23,120,7,4.12,0
Armon Binns,WR,75,209,4.5,31.5,13,118,6.86,4.31,0
Ahmad Black,SS,69,184,4.7,35.5,18,119,6.85,4.2,0
Clint Boling,OG,77,308,5.28,31,28,102,7.66,4.64,0
Justin Boren,OG,75,309,5.4,,28,,7.57,4.75,0
Matt Bosher,P,73,208,4.78,,8,,,,0
Da'Quan Bowers,DE,75,280,4.92,,22,,,,0
Allen Bradford,RB,71,242,4.53,29,28,113,6.97,4.39,0
James Brewer,OT,78,323,5.21,26,25,100,7.84,4.81,0
Niles Brinkley,CB,69,193,4.54,33.5,15,120,7.23,,0
Vincent Brown,WR,71,187,4.68,33.5,12,121,6.64,4.25,0
Jalil Brown,CB,73,204,4.52,35.5,24,116,6.85,4.25,0
DeAndre Brown,WR,78,233,4.59,29,20,117,6.93,4.33,0
Curtis Brown,CB,72,185,4.51,39.5,10,128,6.59,4,0
Chykie Brown,CB,71,190,4.49,36.5,,120,6.5,4,0
Kendric Burney,CB,69,186,4.71,32.5,14,112,,,0
Stephen Burton,WR,73,221,4.5,34.5,19,117,7.04,4.31,0
Brandon Burton,CB,72,190,4.5,32,18,118,6.93,4.07,0
Mario Butler,CB,72,182,4.65,30.5,,120,7.09,4.37,0
Jordan Cameron,TE,77,254,4.53,37.5,23,119,6.82,4.03,1
Jeff Van Camp,QB,77,218,4.83,31,,114,6.87,4.16,0
Marcus Cannon,OT,77,358,5.26,30.5,33,105,8.07,4.97,0
Gabe Carimi,OT,79,314,5.18,31.5,29,109,,,0
Roc Carmichael,CB,70,192,4.41,31,13,116,6.69,4.06,0
James Carpenter,OT,76,321,5.22,,23,,,,0
Quinton Carter,FS,73,208,4.57,34.5,23,121,7.05,4.06,0
Delone Carter,RB,69,222,4.54,37,27,120,6.92,4.07,0
Chris Carter-02,OLB,73,248,4.58,36,27,114,6.88,4.34,0
Bruce Carter,OLB,73,241,4.57,,25,,,,0
Jurrell Casey,DT,73,300,5.04,27.5,26,101,7.51,4.78,1
Anthony Castonzo,OT,79,311,5.21,29.5,28,105,7.25,4.4,0
Shaun Chapas,FB,74,247,4.87,35.5,23,116,7.13,4.4,0
Chimdi Chekwa,CB,72,191,4.38,34.5,,126,,,0
Ugo Chinasa,DE,77,264,4.63,28,22,117,7.07,4.39,0
Garrett Chisolm,OG,77,312,5.36,,,,,,0
John Clay,RB,72,230,4.83,29,,111,,,0
Charles Clay,FB,75,245,4.69,33.5,18,118,7.07,4.15,0
Adrian Clayborn,DE,75,281,4.78,33,,113,7.3,4.13,0
Randall Cobb,WR,70,191,4.46,33.5,16,115,7.08,4.34,1
Ryan Colburn,QB,75,233,5.12,,,,6.84,4.28,0
Chris Conte,FS,74,197,4.52,35.5,18,127,7.01,4.19,0
Graig Cooper,RB,70,205,4.6,,18,114,6.66,4.03,0
Vance Cuff,CB,70,178,4.53,36,,120,6.91,4.09,0
Chris Culliver,CB,72,199,4.36,38.5,,123,6.88,4.08,0
Andy Dalton,QB,74,215,4.83,29.5,,106,6.93,4.27,1
Wayne Daniels,OLB,72,260,5.03,25,,106,7.81,4.68,0
Marcell Dareus,DT,75,319,4.93,27,24,,7.83,4.62,1
Josh Davis-03,OT,79,313,5.5,24,,91,7.98,5.07,0
Mark Dell,WR,72,193,4.54,,14,,,,0
Akeem Dent,ILB,73,242,4.73,37.5,24,123,,,0
Noel Devine,RB,67,179,4.43,,24,,,,0
Pat Devlin,QB,75,225,4.81,33,,116,7.08,4.32,0
Demarcus Dobbs,DE,74,281,4.87,31,,107,7.22,4.37,0
Ray Dominguez,OG,76,334,5.45,27.5,21,90,7.74,4.9,0
Ryan Donahue,P,74,193,4.9,,,,,,0
Tandon Doss,WR,74,201,4.62,,14,,,,0
Ras-I Dowling,CB,73,198,4.4,,19,,,,0
Shaun Draughn,RB,71,213,4.73,34,21,118,7.15,4.2,0
Demarcus Van Dyke,CB,73,176,4.28,33.5,5,121,6.97,4.09,0
Kenrick Ellis,DT,77,346,5.19,,26,,,,0
Ricky Elmore,DE,76,255,4.88,31.5,26,106,7.25,4.32,0
Nathan Enderle,QB,76,240,5.12,25.5,,102,7.13,4.46,0
Darren Evans,RB,72,227,4.56,35,26,111,6.96,4.46,0
Nick Fairley,DT,76,291,4.84,31,,113,7.14,4.56,0
Mario Fannin,RB,70,231,4.37,37.5,21,115,6.99,4.21,0
Kai Forbath,K,71,197,4.78,,,,,,0
Reid Forrest,P,72,189,4.69,,,,,,0
Mason Foster,OLB,73,245,4.75,31,22,110,7.14,4.45,0
Orlando Franklin,OT,77,316,5.11,28.5,26,,,,0
Sione Fua,DT,73,308,5.28,24,30,101,7.54,4.54,0
Brandon Fusco,C,76,306,5.18,28.5,26,108,7.29,4.43,0
Blaine Gabbert,QB,76,234,4.61,33.5,,120,6.84,4.26,0
Charlie Gantt,TE,76,252,4.85,30.5,27,112,7.15,4.4,0
Clyde Gates,WR,72,192,4.31,40,16,131,,,0
Marcus Gilbert,OT,78,330,5.41,,30,,,,0
Marcus Gilchrist,CB,70,195,4.45,38.5,26,119,6.81,4.12,0
DeJon Gomes,SS,71,208,4.5,31,13,110,,,0
Cameron Graham,TE,75,244,5,31,18,105,7.19,4.51,0
Adam Grant,OT,78,325,5.54,26.5,25,99,8.25,5,0
John Graves,DT,75,286,5.09,28.5,29,114,7.49,4.49,0
Virgil Green,TE,75,249,4.54,42.5,23,130,6.9,4.4,0
Alex Green,RB,72,225,4.45,34,20,114,6.91,4.15,0
A.J. Green-WR,WR,76,211,4.48,34.5,18,126,6.91,4.21,1
Tori Gurley,WR,76,216,4.53,33.5,15,118,7.05,4.25,0
Lawrence Guy,DT,76,305,4.96,29,28,,7.6,4.43,0
Eric Hagg,FS,73,209,4.62,34.5,18,121,6.73,4.19,0
Chris Hairston,OT,78,326,5.38,29,33,96,7.9,4.7,0
Jamel Hamler,WR,73,193,4.59,32,4,112,7.16,4.18,0
Leonard Hankerson,WR,73,209,4.4,36,14,117,6.94,4.21,0
Daniel Hardy,TE,76,249,4.78,,18,,,,0
Jamie Harper,RB,71,233,4.53,36.5,24,120,7.16,4.39,0
Dwayne Harris,WR,70,203,4.53,34,10,111,6.77,4.21,1
Brandon Harris,CB,69,191,4.46,35.5,13,113,6.77,4.12,0
Stanley Havili,FB,72,227,4.64,,,,,,0
Roy Helu,RB,71,219,4.4,36.5,11,119,6.67,4.01,0
Alex Henery,K,73,177,4.87,,,,,,0
Ricky Henry,OG,75,308,5.68,24,20,90,7.98,4.68,0
Chas Henry,P,75,219,4.85,,,,,,0
Mark Herzlich,OLB,76,244,4.91,32.5,29,112,7.32,4.46,0
Cameron Heyward,DE,77,294,4.95,30,,,,,1
Will Hill,FS,73,202,4.64,31,,123,,4.19,0
Jermale Hines,SS,73,219,4.59,31,19,,6.9,4.21,0
Kyle Hix,OT,79,319,5.44,32,24,104,7.77,4.78,0
Brandon Hogan,CB,70,192,4.43,,19,,,,0
Doug Hogue,OLB,74,235,4.62,36,18,121,7.09,4.57,0
Andre Holmes,WR,76,210,4.51,35,11,130,6.69,4.31,0
Ross Homan,OLB,73,240,4.66,35.5,32,111,7.21,4.34,0
Davon House,CB,72,200,4.44,33.5,14,109,6.65,4.12,0
Rob Housler,TE,77,248,4.46,37,22,117,6.9,4.21,0
Justin Houston,OLB,75,270,4.62,36.5,30,125,6.95,4.37,1
Rodney Hudson,C,74,299,5.27,25.5,27,95,8.03,4.96,1
Kevin Hughes,OT,76,302,5.31,29.5,22,95,8.29,4.97,0
Kendall Hunter,RB,67,199,4.46,35,24,122,6.74,4.21,0
Jeremiha Hunter,OLB,72,239,4.77,31.5,20,116,,,0
Zach Hurd,OG,79,316,5.28,28,,101,7.73,4.77,0
Maurice Hurt,OG,75,318,5.39,,18,,,,0
Henry Hynoski,FB,72,257,5.06,30.5,24,111,,,0
Ben Ijalana,OG,76,317,5.2,,,,,,0
Mark Ingram,RB,69,215,4.62,31.5,21,118,7.13,4.62,1
Nate Irving,ILB,73,240,4.74,,,,,,0
Andrew Jackson-01,OG,77,299,5.27,28,25,98,7.55,4.65,0
Jaiquawn Jarrett,FS,72,198,4.62,30,14,113,6.95,4.14,0
Josh Jasper,K,70,174,5.06,,,,,,0
Lestar Jean,WR,75,215,4.61,37.5,14,113,7.45,4.43,0
Jarvis Jenkins,DT,76,310,5.03,26.5,17,98,7.42,4.83,0
Jerrel Jernigan,WR,69,185,4.46,37.5,11,124,7.07,4.25,0
Ronald Johnson,WR,71,199,4.46,,16,,,,0
Jerrod Johnson,QB,77,251,4.75,29,,119,7.28,4.31,0
Jeron Johnson,SS,70,212,4.51,,23,,,,0
Carl Johnson,OG,77,361,5.4,25.5,25,96,,5.03,0
Taiwan Jones-01,RB,72,194,4.33,,13,,,,0
Julio Jones,WR,75,220,4.34,38.5,17,135,6.66,4.25,1
Greg Jones-02,ILB,72,242,4.75,31.5,21,117,7.27,4.27,0
Cameron Jordan,DE,76,287,4.74,31,25,117,7.07,4.37,1
Elijah Joseph,ILB,73,243,4.8,,,,,,0
Colin Kaepernick,QB,77,233,4.53,32.5,,115,6.85,4.18,0
Jason Kelce,C,75,280,4.89,30.5,,110,7.22,4.14,1
Lance Kendricks,TE,75,243,4.65,34.5,25,122,6.94,4.15,0
Shiloh Keo,SS,71,219,4.74,32.5,24,110,6.55,3.9,0
Jeremy Kerley,WR,69,189,4.56,34.5,16,120,,,0
Ryan Kerrigan,DE,76,267,4.67,33.5,31,122,7.18,4.39,1
Daniel Kilgore,OG,75,308,5.28,32.5,23,105,7.59,4.68,0
Jarriel King,OT,77,317,5.03,30,23,114,7.6,4.77,0
Karl Klug,DE,75,275,4.85,,22,,,,0
Rich Lapham,OT,80,315,5.34,,,,,,0
Joe Lefeged,SS,72,210,4.42,36.5,18,122,6.82,4.13,0
Mark LeGree,FS,71,210,4.49,31,21,116,6.9,4.09,0
Orie Lemon,ILB,73,242,4.87,30,27,113,7.45,4.4,0
Mikel Leshoure,RB,72,227,4.56,38,21,122,6.82,4.4,0
Pep Levingston,DE,75,292,4.86,29.5,,104,7.29,4.62,0
Dion Lewis,RB,67,193,4.56,34.5,17,112,6.9,4.18,0
Alex Linnenkohl,C,74,304,5.36,26.5,24,89,7.67,4.62,0
Greg Little,WR,74,231,4.51,40.5,27,129,6.8,4.21,0
Corey Liuget,DT,74,298,4.97,27.5,27,102,7.48,4.68,0
Greg Lloyd,ILB,73,246,4.8,32,22,109,7.17,4.46,0
Derrick Locke,RB,68,188,4.37,37.5,16,118,6.98,4.15,0
Jake Locker,QB,74,231,4.51,35,,120,6.77,4.12,0
Ricardo Lockette,WR,74,211,4.34,35.5,,127,7.15,4.19,0
DeMarcus Love,OT,76,315,5.18,26.5,27,97,7.84,4.84,0
Scott Lutrus,OLB,74,241,4.68,38,,121,6.89,4.09,0
Jeff Maehl,WR,73,190,4.56,33.5,,115,6.42,3.94,0
Ryan Mallett,QB,79,253,5.37,24,,103,,,0
Owen Marecic,FB,72,248,4.87,28.5,22,102,7.1,4.56,0
Curtis Marsh,CB,72,197,4.42,37.5,12,123,6.87,4.07,0
Cliff Matthews,DE,75,257,4.81,32,17,112,7.21,4.37,0
Casey Matthews,ILB,73,231,4.78,,13,,,,0
Byron Maxwell,CB,72,202,4.43,33,24,124,,,0
Colin McCarthy,ILB,73,238,4.59,36.5,23,119,6.93,4.2,0
Terrell McClain,DT,74,297,4.98,28,29,104,7.48,4.56,0
DeAndre McDaniel,SS,72,217,4.63,35,,116,,,0
Greg McElroy,QB,74,220,4.84,33,,107,7.11,4.45,0
Andrew McGee,CB,71,195,4.71,34,,117,,,0
Pernell McPhee,DE,75,278,4.91,28.5,20,107,7.13,4.59,0
Von Miller,OLB,75,246,4.42,37,21,126,6.7,4.06,1
Bruce Miller,OLB,73,254,4.81,31,35,113,7.05,4.34,0
Dontay Moch,OLB,73,248,4.4,42,21,128,7.09,4.38,0
John Moffitt,OG,76,319,5.51,30.5,23,102,7.79,4.53,0
Mike Mohamed,ILB,75,239,4.65,32,21,115,6.7,4,0
Rahim Moore,FS,72,202,4.58,35,11,115,6.98,3.96,0
Denarius Moore,WR,72,194,4.43,36,13,118,6.78,4.15,0
Joseph Morgan,WR,72,189,4.38,35.5,10,123,6.91,4.25,0
Adrian Moten,OLB,74,228,4.53,31,18,114,7.05,4.21,0
Jonas Mouton,OLB,73,239,4.84,31.5,,115,7.08,4.34,0
O.J. Murdock,WR,70,197,4.5,34.5,15,116,,4.37,0
DeMarco Murray,RB,72,213,4.37,34.5,21,124,7.28,4.18,1
Chris Neild,DT,74,319,5.06,29,30,106,7.56,4.46,0
Drake Nevis,DT,73,294,5.06,30.5,31,112,7.71,4.65,0
Jamar Newsome,WR,72,200,4.46,38.5,13,129,6.83,4.22,0
Derek Newton,OT,77,311,5,25.5,24,100,7.76,5,0
Cam Newton,QB,77,248,4.56,35,,126,6.92,4.18,1
Kris O'Dowd,C,76,304,5.12,32.5,31,105,7.67,4.59,0
Schuylar Oordt,TE,78,261,4.63,36,18,119,6.83,4.25,0
Cheta Ozougwu,DE,74,247,4.84,34.5,26,119,7.06,4.31,0
Stephen Paea,DT,73,303,4.98,,49,,,,0
Martin Parker,DT,74,303,4.95,29,22,104,7.56,4.57,0
Johnny Patrick,CB,71,191,4.59,32,13,110,,4.16,0
Niles Paul,WR,73,224,4.45,34.5,24,117,6.9,4.14,0
Mike Person,OG,76,299,5.07,28,21,108,7.44,4.5,0
Patrick Peterson,CB,72,219,4.31,38,15,126,6.58,4.07,1
Austin Pettis,WR,75,209,4.56,33.5,14,120,6.68,3.88,0
Zack Pianalto,TE,75,256,4.78,32,22,108,6.85,4.41,0
Kealoha Pilares,WR,70,199,4.42,,19,,,,0
Jason Pinkston,OT,75,317,5.39,26.5,,98,7.88,4.91,0
Christian Ponder,QB,74,229,4.63,34,,116,6.85,4.09,0
Josh Portis,QB,75,211,4.59,40,,126,6.84,4.12,0
Mike Pouncey,OG,77,303,5.12,25,,96,7.66,4.64,1
Jerrell Powe,DT,74,335,5.25,25,27,93,8.17,5.06,0
Bilal Powell,RB,70,207,4.51,,18,,,,0
Robert Quinn,DE,76,265,4.62,34,22,116,7.13,4.4,1
Will Rackley,OG,75,309,5.39,23.5,29,99,7.91,4.94,0
D'Aundre Reed,DE,76,261,4.84,35.5,30,119,7.24,4.32,0
Brooks Reed,OLB,74,263,4.65,30.5,30,113,7.11,4.28,0
Jah Reid,OT,79,327,5.32,29.5,28,111,7.73,4.65,0
Allen Reisner,FB,74,248,4.9,28,14,108,7.31,4.59,0
Stevan Ridley,RB,71,225,4.65,36,18,118,6.78,4.21,0
Aldrick Robinson,WR,70,184,4.35,40,17,126,6.65,4.09,0
Jacquizz Rodgers,RB,66,196,4.59,33,,113,7.31,4.26,0
Justin Rogers,CB,70,180,4.45,33,14,114,7.21,4.2,0
Jake Rogers,K,74,213,5.06,,,,,,0
Brian Rolle,OLB,70,229,4.53,33,28,115,6.89,4.26,0
Greg Romeus,DE,77,264,4.79,,,,,,0
Evan Royster,RB,72,212,4.65,34,20,113,7.07,4.18,0
Chris Rucker,CB,72,195,4.54,,10,,,,0
Kyle Rudolph,TE,78,259,4.83,,,,,,1
Kevin Rutland,CB,72,190,4.58,35.5,12,118,6.92,4.15,0
Brandon Saine,RB,71,220,4.4,34.5,22,113,6.98,4.25,0
Greg Salas,WR,73,210,4.53,37,15,120,6.65,4.1,0
DeMarco Sampson,WR,74,204,4.41,,14,,,,0
Jock Sanders,WR,66,181,4.5,34.5,19,121,6.78,4.13,0
Robert Sands,FS,76,217,4.53,35,12,124,7.03,4.06,0
Dane Sanzenbacher,WR,71,182,4.56,33.5,,118,6.46,3.97,0
Tyler Sash,SS,72,211,4.62,33,11,108,6.9,4.27,0
Weslye Saunders,TE,77,270,4.93,33.5,19,116,,,0
Steve Schilling,OG,76,308,5.18,25.5,30,98,7.73,4.62,0
Caleb Schlauderaff,OG,76,305,5.18,,,,,,0
Da'Rel Scott,RB,71,211,4.4,34,19,117,7.15,4.2,0
Da'Norris Searcy,SS,71,223,4.55,33,27,120,6.87,4.09,0
Jabaal Sheard,DE,75,264,4.68,31,,115,,,0
Kelvin Sheppard,ILB,74,250,4.7,33.5,22,110,,4.28,0
Anthony Sherman,FB,70,242,4.74,32.5,32,111,7.23,4.41,1
Richard Sherman,CB,75,195,4.54,38,16,125,6.82,4.33,1
Derek Sherrod,OT,77,321,5.18,28,23,97,7.43,4.63,0
Cecil Shorts,WR,72,205,4.5,34.5,21,114,6.5,4.07,0
Sealver Siliga,DT,74,305,5.38,29,29,100,7.7,4.75,0
David Sims,SS,69,200,4.5,37.5,24,120,,4.28,0
Buster Skrine,CB,69,186,4.37,37,20,122,6.44,3.9,0
Aldon Smith,DE,76,263,4.74,34,20,118,7.19,4.5,1
D.J. Smith,OLB,71,239,4.71,31,20,104,7.35,4.45,0
Derrell Smith,ILB,72,243,4.76,,,,,,0
Jimmy Smith,CB,74,211,4.42,36,24,123,6.93,4.06,1
Keith Smith-03,WR,74,214,4.65,,,,,,0
Lee Smith,TE,78,266,4.94,29,25,108,7.13,4.28,0
Torrey Smith,WR,73,204,4.41,41,19,126,6.72,4.13,0
Tyron Smith,OT,77,307,4.93,,29,,,,1
Willie Smith,OT,77,310,5.4,30.5,,106,7.95,4.83,0
Nate Solder,OT,80,319,4.96,32,21,110,7.44,4.34,0
Owen Spencer,WR,74,195,4.51,37.5,6,125,6.86,4.18,0
Ricky Stanzi,QB,76,223,4.87,32.5,,110,6.95,4.43,0
Luke Stocker,TE,77,258,4.68,33,27,115,7.03,4.4,0
